Edoovillage,Date created,Hubs,Needed (N),In transit (T),Delivered (D),Remaining (R = N-T-D),% Completed,Number of students,Status,Country,Completed
"Edoovillage #2973 - Germany, Hamburg: Socialgym Hamburg e.V.",2025-05-31,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],5,0,3,2,60,10,open,Germany,0
"Edoovillage #2974 - Uganda, Kampala: EBENEZER CHRISTIAN HIGH SCHOOL-BULENGA",2025-06-02,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],100,0,14,86,14,500,open,Uganda,0
"Edoovillage #2975 - Spain, Barcelona: Provivienda. Con las personas , por el derecho a la vivienda",2025-06-03,Labdoo City Hub Sant Cugat ,1,1,0,0,100,60,open,Spain,0
"Edoovillage #2976 - Bolivia, Cochabamba: Unidad Educativa Suecia. Integrar tecnologías digitales en Secundaria",2025-06-04,Labdoo City Hub Sant Cugat ,20,1,0,19,5,20,open,Bolivia,0
"Edoovillage #2977 - Zambia, Lusaka: Natubelenge Children's Library",2025-06-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),22,0,9,13,40,978,open,Zambia,0
"Edoovillage #2978 - Kenya, Mombasa: Primary School Academy Little Angels Bububu | Verein Little Angel ERMA Hope & Eco eV",2025-06-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),24,0,24,0,100,170,completed,Kenya,1
"Edoovillage #2979 - Syria, Qamishli: Bildungszentrum Studentenvereinigung Qamishli | SOS eV",2025-06-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),6,0,0,6,0,15,open,Syria,0
"Edoovillage #2980 - Colombia, Bogota: Asociación Catolica Social Dejando Huella | 1915 eV",2025-06-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),21,0,21,0,100,30,completed,Colombia,1
"Edoovillage #2981 - Peru, Lima: Deutsch-Sprachkurse für Kinder/Jugendliche | 1915 eV",2025-06-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),23,0,23,0,100,30,open,Peru,0
"Edoovillage #2982 - Lebanon, Sidon: Bildungszentrum Greek-Catholic Archbishop of Saida | 1915 eV",2025-06-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,20,0,0,100,40,open,Lebanon,0
"Edoovillage #2983 - Germany, Munich: JUNO - eine Stimme für geflüchtete Frauen",2025-06-18,Labdoo Annahmestelle 80796 München: Schwabing-West,31,1,31,0,100,50,completed,Germany,1
"Edoovillage #2984 - Uganda, Bwera: St. Maria Goretti Secondary School",2025-06-19,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),25,0,3,22,12,705,open,Uganda,0
"Edoovillage #2985 - Haiti, Cap Haitien : Digitalinklusion für Schüler in Haiti | Development Future Haiti eV",2025-06-19,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),48,0,48,0,100,120,completed,Haiti,1
"Edoovillage #2986 - Spain, Hospitalet de Llobregat: Cooperating NGO - Itwena",2025-06-19,Institut Milà i Fontanals d'Igualada,25,16,0,9,64,50,open,Spain,0
"Edoovillage #2987 - Senegal, Ndokh: Aula d'informàtica per a l'escola de Ndokh",2025-06-22,Labdoo City Hub Sant Cugat ,5,0,3,2,60,500,open,Senegal,0
"Edoovillage #2988 - Spain, Girona: Itineraris Formatius Específics a l’Institut Montilivi de Girona",2025-06-27,Labdoo Hub Sabadell,15,0,15,0,100,32,open,Spain,0
"Edoovillage #2989 - Cameroon, Santchou: COLLÈGE MODERNE POLYVALENT LES LAURÈATS | AMICALE ASESAMIMEL",2025-06-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),23,0,23,0,100,985,completed,Cameroon,1
"Edoovillage #2990 - Germany, Berlin: Projektfabrik gGmbH Kunst OFFEN",2025-07-01,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),12,0,12,0,100,12,completed,Germany,1
"Edoovillage #2991 - Uganda, Kalagi: Love Uganda Foundation",2025-07-03,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],15,11,4,0,100,30,open,Uganda,0
"Edoovillage #2992 - Ghana, Daboase: Socfinaf D/A Basic School",2025-07-03,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],10,10,0,0,100,200,open,Ghana,0
"Edoovillage #2993 - Ghana, Jema: Jema Junior High School A&B",2025-07-03,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],20,6,0,14,30,275,open,Ghana,0
"Edoovillage #2994 - Ghana, Accra: Presbyterian SHS-Teshie",2025-07-03,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],40,20,20,0,100,1617,open,Ghana,0
"Edoovillage #2995 - Cameroon, Limbe: Computerkurs | Afrika Kultur und Wohlfahrt e.V",2025-07-06,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,50,open,Cameroon,0
"Edoovillage #2996 - Mozambique, Machavenga: Kingfisher Lake School",2025-07-06,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),12,2,6,4,66,17,open,Mozambique,0
"Edoovillage #2997 - Germany, Beilngries: Nachbarschaftshilfe Beilngries",2025-07-06,Labdoo Annahmestelle 92339 Beilngries: Reparatur Initiative Beilngries,20,0,1,19,5,20,open,Germany,0
"Edoovillage #2998 - Kenya, Lamu: Shamba la Shela School – Under Pamoja Initiative",2025-07-07,Labdoo Hub Zürich (Schweiz),20,0,0,20,0,60,open,Kenya,0
"Edoovillage #2999 - Tanzania, Arusha: Winning Spirit Secondary School",2025-07-10,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),25,0,1,24,4,700,open,Tanzania,0
"Edoovillage #3000 - Cameroon, Yaounde: Wisdom Garden Nursery and Primary Bilingual School",2025-07-11,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),9,0,3,6,33,180,open,Cameroon,0
"Edoovillage #3001 - Uganda, Jinja: Igulu Foundation Uganda",2025-07-15,Labdoo Annahmestelle 81377 München: Hadern,18,5,11,2,88,50,open,Uganda,0
"Edoovillage #3002 - Nigeria, Benin City: Kingstouch Royal Academy",2025-07-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,0,0,30,0,182,open,Nigeria,0
"Edoovillage #3003 - Kenya, Machakos: MANEK Community Development and Empowernment Training Center",2025-07-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,12,completed,Kenya,1
"Edoovillage #3004 - Tanzania, Ilemela: SKFI Soma Kwa Furaha Initiative",2025-07-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,3,17,15,45,open,Tanzania,0
"Edoovillage #3005 - Namibia, Windhoek: iDream Namibia - CV & Carrer Skills Empowernment Workshop",2025-07-21,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],10,0,4,6,40,300,open,Namibia,0
"Edoovillage #3006 - Spain, Las Palmas de Gran canaria: Enreda Tech",2025-07-24,Labdoo City Hub Sant Cugat ,27,2,4,21,22,25,open,Spain,0
"Edoovillage #3007 - Zambia, Livingstone: Safe House for Girls. Kubuka Más por Ellos",2025-07-25,Labdoo City Hub Sant Cugat ,6,0,6,0,100,15,open,Zambia,0
"Edoovillage #3008 - Germany, Hamburg: Ehil e.V. - GemeinsamDigital / Hamburg – Digitale Bildung für benachteiligte Kinder",2025-07-28,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],40,0,32,8,80,60,open,Germany,0
"Edoovillage #3009 - Cameroon, Souza: Collège Saint Herbert de Souza | AMICALE ASESAMIMEL",2025-07-28,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),32,0,23,9,71,1187,open,Cameroon,0
"Edoovillage #3010 - Germany, Münster: Blickwinkel erweitern",2025-07-31,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),6,0,6,0,100,25,completed,Germany,1
"Edoovillage #3011 - Germany, Hamburg: Labdoo Hub Hamburg",2025-08-03,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],2,0,2,0,100,0,completed,Germany,1
"Edoovillage #3012 - Mauritania, Atar: Evening School Atar - Mauretania",2025-08-06,Labdoo Annahmestelle 97084 Würzburg: Thomas Barcatta - Mwanza e.V.,15,0,15,0,100,50,open,Mauritania,0
"Edoovillage #3013 - Serbia, Corrotice: Shkolla Fillore 'Dituria' in Corrotice Bezirk Presevo",2025-08-08,Labdoo Hub Zürich (Schweiz),61,0,61,0,100,171,completed,Serbia,1
"Edoovillage #3014 - Switzerland, Oberwil: Baselland International School (Nicosia Schelker AG)",2025-08-08,Labdoo Hub Zürich (Schweiz),5,0,5,0,100,43,completed,Switzerland,1
"Edoovillage #3015 - Sri Lanka, Kekirawa: Good Deeds Day Ceylon",2025-08-08,Labdoo Hub Zürich (Schweiz),20,0,0,20,0,600,completed,Sri Lanka,1
"Edoovillage #3016 - Ghana, Afienya: Enyan Abowinum DA Basic School | Ghana Union eV",2025-08-08,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,30,0,0,100,300,completed,Ghana,1
"Edoovillage #3017 - Honduras, Santa Bárbara: Educate. Cerrando la brecha digital en las zonas rurales de Honduras.",2025-08-12,Labdoo City Hub Sant Cugat ,25,0,0,25,0,100,open,Honduras,0
"Edoovillage #3018 - Uganda, Kasanga: ST.JOSEPH'S MIXED DAY AND BOARDING TECHNICAL SCHOOL",2025-08-13,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),13,0,9,4,69,50,completed,Uganda,1
"Edoovillage #3019 - Gambia, Serrekunda: Child Concern Nursery and Primary School",2025-08-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),12,12,0,0,100,402,completed,Gambia,1
"Edoovillage #3020 - Sri Lanka, Meegammana: Happy Bambini e.V. - Meegammana",2025-08-24,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],6,0,0,6,0,0,open,Sri Lanka,0
"Edoovillage #3021 - Sierra Leone, Freetown: Word Made Flesh Sierra Leone",2025-08-25,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),13,0,2,11,15,15,open,Sierra Leone,0
"Edoovillage #3022 - Kenya, Nyandarua: Gikingi Secondary School | Wahandisi La Femme",2025-08-25,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,170,open,Kenya,0
"Edoovillage #3023 - Uganda, Kasese: RCDNET Charitable Initiatives Uganda",2025-08-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),9,0,3,6,33,20,open,Uganda,0
"Edoovillage #3024 - Sri Lanka, Meegammana: School Meegammana",2025-08-31,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],15,0,6,9,40,260,open,Sri Lanka,0
"Edoovillage #3025 - Namibia, Grootfontein: Otjiwanda Secondary School",2025-08-31,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],70,0,0,70,0,923,open,Namibia,0
"Edoovillage #3026 - Namibia, Okombahe: Gaob Dr Justus || Garoeb High School",2025-08-31,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],100,0,0,100,0,640,open,Namibia,0
"Edoovillage #984 - Uganda, Kabasanda: UWPE Uganics Women Empowerment Project",2025-09-02,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),7,0,3,4,42,48,open,Uganda,0
"Edoovillage #983 - Congo (Kinshasa), Bukavu: Fundi Wa Kesho",2025-09-03,Labdoo Hub Zürich (Schweiz),30,0,30,0,100,18,completed,Congo (Kinshasa),1
"Edoovillage #3027 - Nigeria, BAKO IBADAN: LAURA SHALOM SCHOOLS",2025-09-08,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),5,0,0,5,0,42,open,Nigeria,0
"Edoovillage #3028 - Germany, Demmin: Jugendhilfestation Demmin | Verbund für soziale Projekte eV",2025-09-09,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 18196 Dummerstorf: Repair Café Dummerstorf,7,0,7,0,100,7,completed,Germany,1
"Edoovillage #3029 - Togo, Lomé: Centré SONAGNON d’ASEVEC |  SynTogo eV",2025-09-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),11,11,0,0,100,11,open,Togo,0
"Edoovillage #3030 - Nepal, Hetauda: Familia de Hetauda. Nepal",2025-09-14,Labdoo City Hub Sant Cugat  | Nurturing Purpose Labdoo Hub,20,2,0,18,10,130,open,Nepal,0
"Edoovillage #3032 - Tanzania, Moshi Town: Delight Niche Boot Camps &amp; Kahe Educational Project",2025-09-15,Labdoo City Hub Sant Cugat  | Nurturing Purpose Labdoo Hub,70,7,0,63,10,100,open,Tanzania,0
"Edoovillage #3031 - Senegal, Kaolak: La Veu Entre Cultures (Reus-Senegal)",2025-09-17,Hub Universitat Rovira i Virgili (URV) | Punt de recollida Labdoo- URV Solidària (Tarragona),5,5,0,0,100,45,open,Senegal,0
"Edoovillage #3033 - Uganda, Kasese: MUWOFA Mughende Women Farmers Association | Marie-Schlei eV",2025-09-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),12,0,4,8,33,60,open,Uganda,0
"Edoovillage #3034 - Uganda, Nyondo: KIDA Kitabu Integrated Development Association | Marie-Schlei eV",2025-09-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,20,completed,Uganda,1
"Edoovillage #3035 - Switzerland, Zurich: Buy Food with Plastic",2025-09-20,Labdoo Hub Zürich (Schweiz),90,0,90,0,100,1000,completed,Switzerland,1
"Edoovillage #3036 - Nigeria, Oreyo, Ikorodu, Lagos State, Nigeria: Bluecedar Foundation For Skills and Youth Empowerment",2025-09-22,Labdoo Hub Sabadell,50,0,0,50,0,120,open,Nigeria,0
"Edoovillage #3037 - Morocco, Settat: Lycée qualifiant errazi",2025-09-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,0,0,30,0,714,open,Morocco,0
"Edoovillage #3038 - India, Pune: Saamarthya Foundation",2025-09-28,Labdoo City Hub Sant Cugat  | Nurturing Purpose Labdoo Hub,10,0,0,10,0,4,open,India,0
"Edoovillage #3039 - Guatemala, Santiago Atitlan: Escuelita Comunitaria David LaMotte",2025-09-30,Labdoo City Hub Sant Cugat  | Nurturing Purpose Labdoo Hub,14,7,0,7,50,140,open,Guatemala,0
"Edoovillage #3040 - Tanzania, Moshi Town: Moshi Street Kids Soccer Academy (MOSKISA)",2025-09-30,Labdoo City Hub Sant Cugat  | Nurturing Purpose Labdoo Hub,100,0,0,100,0,100,open,Tanzania,0
"Edoovillage #3041 - Spain, Barcelona: Fundació Valora.t. PROJECTE VICTÒRIA a CP dones Barcelona",2025-10-02,Labdoo City Hub Sant Cugat  | Labdoo School Hub Institut La Pineda Badalona,12,6,7,0,100,20,open,Spain,0
"Edoovillage #3042 - Kenya, Kakuma: Turkana West, Kakuma Refugee Camp",2025-10-02,Labdoo City Hub Sant Cugat - Ambiteca  | Labdoo Hub Zürich (Schweiz),40,0,0,40,0,210,open,Kenya,0
"Edoovillage #3043 - Tanzania, Moshi Town: Mikono Salama School",2025-10-06,Labdoo City Hub Sant Cugat  | Nurturing Purpose Labdoo Hub,120,0,0,120,0,100,open,Tanzania,0
"Edoovillage #3044 - Guinea-Bissau, Varela: Varela School - Primary and mid school, we want to set up an informatic classroom",2025-10-09,Labdoo Hub Madrid - Indra,20,20,0,0,100,300,open,Guinea-Bissau,0
"Edoovillage #3045 - Morocco, Berkane: Association Allaymoune des échecs Berkane",2025-10-09,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,0,20,0,500,open,Morocco,0
"Edoovillage #3046 - Guatemala,  Santiago Atitlán, Sololá: Escuela Oficial Rural Mixta de Educación Especial. Innova todos",2025-10-09,Labdoo City Hub Sant Cugat  | Nurturing Purpose Labdoo Hub,25,12,0,13,48,53,open,Guatemala,0
"Edoovillage #3047 - Spain, Madrid: ABRE SUS OJOS - Proporcionar atención visual a personas con discapacidad intelectual y en riesgo de exclusión social",2025-10-10,Labdoo Hub Madrid - Indra,12,0,7,5,58,600,open,Spain,0
"Edoovillage #3048 - Germany, Munich: Meaalofa Foundation - Tablets for support medicine students",2025-10-11,Labdoo Annahmestelle 80804 München (Hub),100,0,32,68,32,20,open,Germany,0
"Edoovillage #3049 - Tanzania, Murusagamba: Gracious Secondary School",2025-10-12,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,2,8,20,914,open,Tanzania,0
"Edoovillage #3050 - Bolivia, Santa Cruz de la Sierra: FUNDACION CENTRO DE ESTUDIOS RURALES Y AGRICULTURA INTERNACIONAL (FUNDACION CERAI) | Weltsichten",2025-10-14,Labdoo Annahmestelle 07338 Kaulsdorf: Axel Brümmer,12,0,12,0,100,452,open,Bolivia,0
"Edoovillage #3051 - Uganda, Kasese: IKONGO GENDER AND DEVELOPMENT AGENCY IGEDA",2025-10-15,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,30,completed,Uganda,1
"Edoovillage #3052 - Tanzania, Muzye: Nyumbwe Primary School",2025-10-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,0,20,0,739,open,Tanzania,0
"Edoovillage #3053 - Togo, Aimé Kokou Dogo: Togo Förderverein e.V. (Gymnasium Adjengre & Aouda)",2025-10-16,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],10,10,0,0,100,870,open,Togo,0
"Edoovillage #3054 - Congo (Kinshasa), Kinshasa: VIP School | Donaly Malungu | Aimons-nous vivants eV",2025-10-19,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,0,18,12,60,1050,open,Congo (Kinshasa),0
"Edoovillage #2602 - Kenya, Kitengela,Noonkopir: KINGS AND QUEENS OF REHOBOTH LEARNING CENTRE",2025-10-24,Labdoo Hub California (South),10,0,2,8,20,221,open,Kenya,0
"Edoovillage #3055 - Ghana, Pepease: Roman Catholic Basic & Junior High School | Ghana Union eV | JERL Rochus Foundation e.V.",2025-10-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),25,25,0,0,100,350,completed,Ghana,1
"Edoovillage #3056 - Ghana, Kwahu Tafo: Senior High School | Ghana Union eV | JERL Rochus Foundation eV",2025-10-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,31,0,0,100,1214,completed,Ghana,1
"Edoovillage #3057 - Tanzania, Mwanza: Sammelprojekt - Schulen in Mwanza (Tansania)",2025-10-24,Labdoo Annahmestelle 97084 Würzburg: Thomas Barcatta - Mwanza e.V.,150,35,0,115,23,10000,open,Tanzania,0
"Edoovillage #3058 - Congo (Kinshasa), Kinshasa: CISM Comité international du Sport Militaire | Donaly Malungu",2025-10-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),35,0,4,31,11,850,open,Congo (Kinshasa),0
"Edoovillage #3059 - Uganda, MPIGI: Pearl of Africa High School",2025-10-25,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],40,2,0,38,5,266,open,Uganda,0
"Edoovillage #3060 - Mexico, San Luis Potosi: CANICA A.C. Centro de Apoyo a Niños con Cáncer",2025-10-25,Labdoo Annahmestelle 22999 Hamburg: Winterhude [Hub],4,0,4,0,100,100,open,Mexico,0
"Edoovillage #3061 - Greece, Athens: Asociación Española Habibi Center",2025-10-27,Labdoo Hub Vilassar de Mar,10,0,0,10,0,25,open,Greece,0
"Edoovillage #3062 - Malawi, Karonga: Gehörlosenschule",2025-10-28,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),4,0,3,1,75,110,open,Malawi,0
"Edoovillage #3063 - Nigeria, Nsukka: Divine Wounds Orphanage Home & School​ | Omelora",2025-10-30,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,15,0,15,50,192,open,Nigeria,0
"Edoovillage #3064 - Uganda, Masaka: U.V.C.O. Deutschland  e.V",2025-10-31,Labdoo Annahmestelle 80804 München (Hub),6,0,6,0,100,127,open,Uganda,0
"Edoovillage #3065 - Sierra Leone, Makeni: Sam-Mary International Preparatory Academy",2025-11-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,25,0,5,83,331,open,Sierra Leone,0
"Edoovillage #3066 - Cameroon, MUTENGENE-TIKO: SMILE AGAIN CUMMUNITY ASSOCIATION SACOA",2025-11-05,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,10,0,0,100,1368,open,Cameroon,0
"Edoovillage #3067 - Uganda, Kisoro: CHRISTIAN LIFE PRE AND PRIMARY SCHOOL,",2025-11-05,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,0,10,0,312,open,Uganda,0
"Edoovillage #3068 - South Sudan, Juba: Junub Open Space",2025-11-06,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),25,0,0,25,0,200,open,South Sudan,0
"Edoovillage #3069 - Zimbabwe, Ndimakule: St. Christopher Mashake Secondary Schools",2025-11-07,Labdoo Annahmestelle 53173 Bonn: Ulrich Egger (Hub),20,20,0,0,100,384,open,Zimbabwe,0
"Edoovillage #3070 - Zimbabwe, Nyamandlovu: St. James High School, Zimbawe",2025-11-07,Labdoo Annahmestelle 53173 Bonn: Ulrich Egger (Hub),25,25,0,0,100,490,open,Zimbabwe,0
"Edoovillage #3071 - Spain, Sant Andreu, Barcelona: AEiG Flor de Neu",2025-11-09,Labdoo City Hub Sant Cugat ,3,2,1,0,100,82,open,Spain,0
"Edoovillage #3072 - Tanzania, Dar es Salaam: Binti Kinara Centers | Girls First Initiative",2025-11-12,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),18,0,3,15,16,100,open,Tanzania,0
"Edoovillage #3073 - Uganda, Kasese: St John’s Evangelist Minor Seminary",2025-11-12,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,0,20,0,277,open,Uganda,0
"Edoovillage #3074 - Uganda, Kabale: JACANA -YOUTH &amp; CHILDREN FOR CHANGE",2025-11-13,Labdoo City Hub Sant Cugat  | Labdoo Hub Zürich (Schweiz),120,0,0,120,0,20,open,Uganda,0
"Edoovillage #3075 - Sierra Leone, Freetown: FSSG Freetown Secondary School For Girls",2025-11-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,15,0,15,50,2000,open,Sierra Leone,0
"Edoovillage #3076 - Ghana, Agona Swedru: Agona Swedru Hope International School",2025-11-18,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,150,open,Ghana,0
"Edoovillage #3077 - Namibia, Aminuis: Aminuis Site Mapping | Suni eV",2025-11-20,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),12,11,1,0,100,26,open,Namibia,0
"Edoovillage #3078 - Kenya, Mombasa: Majaoni Gospel Revival Center | CHARITY MAJAONI KENYA",2025-11-20,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),4,0,2,2,50,40,open,Kenya,0
"Edoovillage #3079 - Nigeria, Minna: The Immaculate Conception School",2025-11-21,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),7,0,3,4,42,61,open,Nigeria,0
"Edoovillage #3080 - Spain, Cervelló: Servei d'intervenció socio-educativa La Nau",2025-11-23,Labdoo Hub Vilassar de Mar,1,1,1,0,100,45,open,Spain,0
"Edoovillage #3081 - Ukraine, Povitno: POVITNO SCHOOL OF GENERAL SECONDARY EDUCATION OF 1ST-2ND LEVELS",2025-11-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,16,0,0,100,118,open,Ukraine,0
"Edoovillage #3082 - Uganda, Kisugu Muyenga Kampala: Empowering less privileged communities through vocational skills",2025-11-26,Labdoo Hub Vilassar de Mar,20,2,0,18,10,100,open,Uganda,0
"Edoovillage #3083 - Zimbabwe, Bindura: Young Generations",2025-11-30,Labdoo Hub Vilassar de Mar,19,0,0,19,0,20,open,Zimbabwe,0
"Edoovillage #3084 - Sierra Leone, Bo City:  Empower to Inspire Computer Lab Project",2025-11-30,Labdoo Hub Vilassar de Mar,45,2,0,43,4,196,open,Sierra Leone,0
"Edoovillage #3085 - Congo (Kinshasa), Matadi: Institut supérieur de philosophie et de théologie | Diocèse de Matadi",2025-12-01,Labdoo Annahmestelle 70186 Stuttgart: Anton Mech,25,0,0,25,0,250,open,Congo (Kinshasa),0
"Edoovillage #3086 - Kenya, Lianai, Birika, Namanga: Siana Africa",2025-12-02,Labdoo Hub Vilassar de Mar,2,0,0,2,0,10,open,Kenya,0
"Edoovillage #3087 - Ghana, Techiman: Techiman Senior High School | Women Initiative and Children Empowerment Foundation WICEF",2025-12-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),1,0,0,1,0,3500,completed,Ghana,1
"Edoovillage #3088 - Nigeria, Benin City: Michael-Jennifer-Clinton Dibie Foundation",2025-12-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,0,15,0,45,open,Nigeria,0
"Edoovillage #3089 - Tanzania, Karatu: David Smile",2025-12-04,Labdoo City Hub Sant Cugat  | Labdoo Hub Vilafranca Centre - El Hub de la Gestoria,8,14,0,0,100,140,open,Tanzania,0
"Edoovillage #3090 - Angola, Luanda, Palanca Municipo do Kilamba Kiaxi: Born to help others",2025-12-04,Labdoo Hub Zürich (Schweiz),20,0,20,0,100,0,completed,Angola,1
"Edoovillage #3091 - Serbia, Ternav: Schule Ternav Bezirk Presevo-Preshev, Serbien",2025-12-04,Labdoo Hub Zürich (Schweiz),55,0,55,0,100,70,completed,Serbia,1
"Edoovillage #3092 - Ukraine, Borova: Borivska Gimnasium | Stärke der Einheit eV",2025-12-04,Labdoo Annahmestelle 74564 Crailsheim:  Alla Bakhmisova / Stärke der Einheit e.V.,15,0,15,0,100,142,completed,Ukraine,1
